ID	Name	Examine
1661		
1662	Diamond necklace	I wonder if this is valuable.
1663		
1664	Dragon necklace	I wonder if this is valuable.
1665		
1666		
1667	Whoopsie	Just chuck this away, it's useless!
1668	Sapphire necklace	I wonder if this is valuable.
1669	Emerald necklace	I wonder if this is valuable.
1670	Ruby necklace	I wonder if this is valuable.
1671	Diamond necklace	I wonder if this is valuable.
1672	Dragon necklace	I wonder if this is valuable.
1673	Gold amulet	It needs a string so I can wear it.
1674		
1675	Sapphire amulet	It needs a string so I can wear it.
1676		
1677	Emerald amulet	It needs a string so I can wear it.
1678		
1679	Ruby amulet	It needs a string so I can wear it.
1680		
1681	Diamond amulet	It needs a string so I can wear it.
1682		
1683	Dragonstone ammy	It needs a string so I can wear it.
1684		
1685		
1686	Whoopsie	Just chuck this away, it's useless!
1687	Sapphire amulet	It needs a string so I can wear it.
1688	Emerald amulet	It needs a string so I can wear it.
1689	Ruby amulet	It needs a string so I can wear it.
1690	Diamond amulet	It needs a string so I can wear it.
1691	Dragonstone ammy	It needs a string so I can wear it.
1692	Gold amulet	A plain gold amulet.
1693		
1694	Sapphire amulet	I wonder if I can get this enchanted.
1695		
1696	Emerald amulet	I wonder if I can get this enchanted.
1697		
1698	Ruby amulet	I wonder if I can get this enchanted.
1699		
1700	Diamond amulet	I wonder if I can get this enchanted.
1701		
1702	Dragonstone ammy	I wonder if I can get this enchanted.
1703		
1704	Amulet of glory	A very powerful dragonstone amulet.
1705		
1706	Amulet of glory(1)	A dragonstone amulet with 1 magic charge.
1707		
1708	Amulet of glory(2)	A dragonstone amulet with 2 magic charges.
1709		
1710	Amulet of glory(3)	A dragonstone amulet with 3 magic charges.
1711		
1712	Amulet of glory(4)	A dragonstone amulet with 4 magic charges.
1713		
1714	Unstrung symbol	It needs a string so I can wear it.
1715		
1716	Unblessed symbol	A symbol of Saradomin.
1717		
1718	Holy symbol	A blessed holy symbol of Saradomin.
1719		
1720	Unstrung emblem	It needs a string so I can wear it.
1721		
1722	Unpowered symbol	An unblessed symbol of Zamorak.
1723		
1724	Unholy symbol	An unholy symbol of Zamorak.
1725	Amulet of strength	An enchanted ruby amulet.
1726		
1727	Amulet of magic	An enchanted sapphire amulet of magic.
1728		
1729	Amulet of defence	An enchanted emerald amulet of protection.
1730		
1731	Amulet of power	An enchanted diamond amulet of power.
1732		
1733	Needle	Used with a thread to make clothes.
1734	Thread	Used with a needle to make clothes.
1735	Shears	For shearing sheep.
1736		
1737	Wool	I think this came from a sheep.
1738		
1739	Cowhide	I should take this to the tannery.
1740		
1741	Leather	It's a piece of leather.
1742		
1743	Hard leather	It's a piece of hard leather.
1744		
1745	Green d-leather	It's a piece of prepared green dragonhide.
1746		
1747	Black dragonhide	The scaly rough hide from a Black Dragon.
1748		
1749	Red dragonhide	The scaly rough hide from a Red Dragon.
1750		
1751	Blue dragonhide	The scaly rough hide from a Blue Dragon.
1752		
1753	Green dragonhide	The scaly rough hide from a Green Dragon.
1754		
1755	Chisel	Good for detailed crafting.
1756		
1757	Brown apron	A mostly clean apron.
1758		
1759	Ball of wool	Spun from sheeps' wool.
1760		
1761	Soft clay	Clay soft enough to mould.
1762		
1763	Red dye	A little bottle of red dye.
1764		
1765	Yellow dye	A little bottle of yellow dye.
1766		
1767	Blue dye	A little bottle of blue dye.
1768		
1769	Orange dye	A little bottle of orange dye.
1770		
1771	Green dye	A little bottle of green dye.
1772		
1773	Purple dye	A little bottle of purple dye.
1774		
1775	Molten glass	Hot glass ready to be blown into useful objects.
1776		
1777	Bow string	I need a bow stave to attach this to.
1778		
1779	Flax	I should use this with a spinning wheel.
1780		
1781	Soda ash	One of the ingredients for making glass.
1782		
1783	Bucket of sand	One of the ingredients for making glass.
1784		
1785	Glassblowing pipe	Used to form molten glass into useful items.
1786		
1787	Unfired pot	I need to put this in a pottery oven.
1788		
1789	Unfired pie dish	I need to put this in a pottery oven.
1790		
1791	Unfired bowl	I need to put this in a pottery oven.
1792		
1793	Woad leaf	A slightly bluish leaf.
1794	Bronze wire	Useful for crafting items.
1795		
1796	Silver necklace	Anna's shiny silver coated necklace.
1797	Silver necklace	Anna's shiny silver coated necklace coated with a thin layer of flour.
1798	Silver cup	Bob's shiny silver coated tea cup.
1799	Silver cup	Bob's shiny silver coated tea cup coated with a thin layer of flour.
1800	Silver bottle	Carol's shiny silver coated bottle.
1801	Silver bottle	Carol's shiny silver coated bottle coated with a thin layer of flour.
1802	Silver book	David's shiny silver coated book.
1803	Silver book	David's shiny silver coated book coated with a thin layer of flour.
1804	Silver needle	Elizabeth's shiny silver coated needle.
1805	Silver needle	Elizabeth's shiny silver coated needle coated with a thin layer of flour.
1806	Silver pot	Frank's shiny silver coated pot.
1807	Silver pot	Frank's shiny silver coated pot coated with a thin layer of flour.
1808	Criminal's thread	Some red thread found at the murder scene.
1809	Criminal's thread	Some green thread found at the murder scene.
1810	Criminal's thread	Some blue thread found at the murder scene.
1811	Flypaper	A piece of fly paper. It's sticky.
1812	Pungent pot	A pot found at the murder scene, with a sickly odour.
1813	Criminal's dagger	A flimsy-looking dagger found at the crime scene.
1814	Criminal's dagger	A flimsy-looking dagger found at the crime scene coated with a thin layer of flour.
1815	Killer's print	The fingerprints of the murderer.
1816	Anna's print	An imprint of Anna's fingerprint.
1817	Bob's print	An imprint of Bob's fingerprint.
1818	Carol's print	An imprint of Carol's fingerprint.
1819	David's print	An imprint of David's fingerprint.
1820	Elizabeth's print	An imprint of Elizabeth's fingerprint.
1821	Frank's print	An imprint of Frank's fingerprint.
1822	Unknown print	An unidentified fingerprint taken from the murder weapon.
1823	Waterskin(4)	A full waterskin with four portions of water.
1824		
1825	Waterskin(3)	A nearly full waterskin with three portions of water.
1826		
1827	Waterskin(2)	A half empty waterskin with two portions of water.
1828		
1829	Waterskin(1)	A nearly empty waterskin with one portion of water.
1830		
1831	Waterskin(0)	A completely empty waterskin - you'll need to fill it up.
1832		
1833	Desert shirt	A cool, light desert shirt.
1834		
1835	Desert robe	A cool, light desert robe.
1836		
1837	Desert boots	Comfortable desert shoes.
1838		
1839	Metal key	A metal key, it's very crudely constructed.
1840	Cell door key	A metallic key, usually used by prison guards.
1841	Barrel	An empty mining barrel.
1842	Ana in a barrel	A mining barrel with Ana in it.
1843	Wrought iron key	This key unlocks a very sturdy gate of some sort.
1844	Slave shirt	A filthy, smelly, flea infested shirt.
1845	Slave robe	A filthy, smelly, flea infested robe.
1846	Slave boots	A set of filthy, smelly, flea infested desert slave boots.
1847	Scrumpled paper	A piece of paper with barely legible writing - looks like a recipe!
1848	Shantay disclaimer	Very important information.
1849	Prototype dart	A prototype throwing dart.
1850	Technical plans	Plans of a technical nature.
1851	Tenti pineapple	The most delicious of pineapples.
1852	Bedabin key	A key to the chest in Captain Siad's room.
1853	Prototype dart tip	A prototype dart tip - it looks deadly.
1854	Shantay pass	Allows you to pass through the Shantay pass into the Kharid Desert.
1855	Rock	Looks like a plain rock, must have some ore in it?
1856	Guide book	A Tourist's Guide To Ardougne.
1857	Totem	The Rantuki tribe's totem.
1858	Address label	It says 'To Lord Handelmort, Handelmort Mansion'.
1859	Raw ugthanki meat	I need to cook this first.
1860		
1861	Ugthanki meat	Freshly cooked ugthanki meat.
1862		
1863	Pitta dough	I need to cook this.
1864		
1865	Pitta bread	Nicely baked pitta bread. Needs more ingredients to make a kebab.
1866		
1867	Burnt pitta bread	It's all burnt.
1868		
1869	Chopped tomato	A mixture of tomatoes in a bowl.
1870		
1871	Chopped onion	A mixture of onions in a bowl.
1872		
1873	Chopped ugthanki	Strips of ugthanki meat in a bowl.
1874		
1875	Onion & tomato	A mixture of chopped onions and tomatoes in a bowl.
1876		
1877	Ugthanki & onion	A mixture of chopped onions and ugthanki meat in a bowl.
1878		
1879	Ugthanki & tomato	A mixture of chopped tomatoes and ugthanki meat in a bowl.
1880		
1881	Kebab mix	A mixture of chopped tomatoes, onions and ugthanki meat in a bowl.
1882		
1883	Ugthanki kebab	A strange smelling kebab made from ugthanki meat.
1884		
1885	Ugthanki kebab	A fresh kebab made from ugthanki meat.
1886		
1887	Cake tin	Useful for baking cakes.
1888		
1889	Uncooked cake	Now all I need to do is cook it.
1890		
1891	Cake	A plain sponge cake.
1892		
1893	2/3 cake	Someone has eaten a big chunk of this cake.
1894		
1895	Slice of cake	I'd rather have a whole cake.
1896		
1897	Chocolate cake	This looks very tasty.
1898		
1899	2/3 chocolate cake	Someone has eaten a big chunk of this cake.
1900		
1901	Chocolate slice	I'd rather have a whole cake.
1902		
1903	Burnt cake	Argh what a mess!
1904		
1905	Asgarnian ale	Probably the finest ale in Asgarnia.
1906		
1907	Wizard's mind bomb	It's got strange bubbles in it.
1908		
1909	Greenman's ale	A glass of frothy ale.
1910		
1911	Dragon bitter	A glass of bitter.
1912		
1913	Dwarven stout	A pint of thick dark beer.
1914		
1915	Grog	A murky glass of some sort of drink.
1916		
1917	Beer	A glass of frothy ale.
1918		
1919	Beer glass	I need to fill this with beer.
1920		
1921	Bowl of water	It's a bowl of water.
1922		
1923	Bowl	Useful for mixing things.
1924		
1925	Bucket	It's a wooden bucket.
1926		
1927	Bucket of milk	It's a bucket of milk.
1928		
1929	Bucket of water	It's a bucket of water.
1930		
1931	Pot	This pot is empty.
1932		
1933	Pot of flour	There is flour in this pot.
1934		
1935	Jug	This jug is empty.
1936		
1937	Jug of water	It's full of water.
1938		
1939	Swamp tar	A foul smelling thick tar-like substance.
1940	Raw swamp paste	A thick tar-like substance mixed with flour.
1941	Swamp paste	A tar-like substance mixed with flour and warmed.
1942	Potato	This could be used to make a good stew.
1943		
1944	Egg	A nice fresh egg.
1945		
1946	Flour	A little heap of flour.
1947	Grain	Some wheat heads.
1948		
1949	Chef's hat	What a silly hat.
1950		
1951	Redberries	Very bright red berries.
1952		
1953	Pastry dough	Potentially pastry.
1954		
1955	Cooking apple	Keeps the doctor away.
1956		
1957	Onion	A strong smelling onion.
1958		
1959	Pumpkin	Happy Halloween.
1960		
1961	Easter egg	Happy Easter.
1962		
1963	Banana	Mmm this looks tasty.
1964		
1965	Cabbage	Yuck I don't like cabbage.
1966		
1967	Cabbage	Yuck I don't like cabbage.
1968		
1969	Spinach roll	A home made spinach thing.
1970		
1971	Kebab	A meaty kebab.
1972		
1973	Chocolate bar	Mmmmmmm chocolate.
1974		
1975	Chocolate dust	It's ground up chocolate.
1976		
1977	Chocolatey milk	Milk with chocolate in it.
1978	Cup of tea	A nice cup of tea.
1979		
1980	Empty cup	An empty cup.
1981		
1982	Tomato	This would make good ketchup.
1983		
1984	Rotten apple	Rotten to the core!
1985	Cheese	It's got holes in it.
1986		
1987	Grapes	Good grapes for wine making.
1988		
1989	Half full wine jug	An optimist would say it's half full.
1990		
1991	Jug of bad wine	Oh dear, this wine is terrible!
1992		
1993	Jug of wine	It's full of wine.
1994		
1995	Unfermented wine	This wine needs to ferment before it can be drunk.
1996		
1997	Incomplete stew	I need to add some meat too.
1998		
1999	Incomplete stew	I need to add some potato too.
2000		
2001	Uncooked stew	I need to cook this.
2002		
2003	Stew	It's a meat and potato stew.
2004		
2005	Burnt stew	Eew, it's horribly burnt.
2006		
2007	Spice	This could liven up an otherwise bland stew.
2008		
2009	Uncooked curry	I need to cook this.
2010		
2011	Curry	It's a spicy hot curry.
2012		
2013	Burnt curry	Eew, it's horribly burnt.
2014		
2015	Vodka	A strong spirit.
2016		
2017	Whisky	A bottle of Draynor Malt.
2018		
2019	Gin	A strong spirit.
2020		
2021	Brandy	A strong spirit.
2022		
2023	Cocktail guide	A book on tree gnome cocktails.
2024		
2025	Cocktail shaker	Used for mixing cocktails.
2026	Cocktail glass	For sipping cocktails.
2027		
2028	Blurberry special	Looks good... smells strong.
2029		
2030	Choc saturday	A warm creamy alcoholic beverage.
2031		
2032	Drunk dragon	A warm creamy alcoholic beverage.
2033		
2034	Fruit blast	A cool refreshing fruit mix.
2035		
2036	Pineapple punch	A fresh healthy fruit mix.
2037		
2038	Short green guy	A Short Green Guy... looks good.
2039		
2040	Wizard blizzard	This looks like a strange mix.
2041		
2042	Unfinished cocktail	This cocktail is just missing those little finishing touches.
2043		
2044	Unfinished cocktail	This cocktail is just missing those little finishing touches.
2045		
2046	Unfinished cocktail	This cocktail is just missing those little finishing touches.
2047		
2048	Pineapple punch	A fresh healthy fruit mix.
2049		
2050	Unfinished cocktail	This cocktail is just missing those little finishing touches.
2051		
2052	Unfinished cocktail	This cocktail is just missing those little finishing touches.
2053		
2054	Wizard blizzard	This looks like a strange mix.
2055		
2056	Unfinished cocktail	This cocktail is just missing those little finishing touches.
2057		
2058	Unfinished cocktail	This cocktail is just missing those little finishing touches.
2059		
2060	Unfinished cocktail	This cocktail is just missing those little finishing touches.
2061		
2062	Unfinished cocktail	This cocktail is just missing those little finishing touches.
2063		
2064	Blurberry special	Looks good... smells strong.
2065		
2066	Unfinished cocktail	This cocktail is just missing those little finishing touches.
2067		
2068	Unfinished cocktail	This cocktail is just missing those little finishing touches.
2069		
2070	Unfinished cocktail	This cocktail is just missing those little finishing touches.
2071		
2072	Unfinished cocktail	This cocktail is just missing those little finishing touches.
2073		
2074	Choc saturday	A warm creamy alcoholic beverage.
2075		
2076	Unfinished cocktail	This cocktail is just missing those little finishing touches.
2077		
2078	Unfinished cocktail	This cocktail is just missing those little finishing touches.
2079		
2080	Short green guy	A Short Green Guy... looks good.
2081		
2082	Unfinished cocktail	This cocktail is just missing those little finishing touches.
2083		
2084	Fruit blast	A cool refreshing fruit mix.
2085		
2086	Unfinished cocktail	This cocktail is just missing those little finishing touches.
2087		
2088	Unfinished cocktail	This cocktail is just missing those little finishing touches.
2089		
2090	Unfinished cocktail	This cocktail is just missing those little finishing touches.
2091		
2092	Drunk dragon	A warm creamy alcoholic beverage.
2093		
2094	Odd cocktail	I'm not completely sure what this contains.
2095		
2096	Odd cocktail	I'm not completely sure what this contains.
2097		
2098	Odd cocktail	I'm not completely sure what this contains.
2099		
2100	Odd cocktail	I'm not completely sure what this contains.
2101		
2102	Lemon	A fresh lemon.
2103		
2104	Lemon chunks	Fresh chunks of lemon.
2105		
2106	Lemon slices	Fresh lemon slices.
2107		
2108	Orange	A fresh orange.
2109		
2110	Orange chunks	Fresh chunks of orange.
2111		
2112	Orange slices	Fresh orange slices.
2113		
2114	Pineapple	It can be cut up into something more manageable with a knife.
2115		
2116	Pineapple chunks	Fresh chunks of pineapple.
2117		
2118	Pineapple ring	Exotic fruit.
2119		
2120	Lime	A fresh lime.
2121		
2122	Lime chunks	Fresh chunks of lime.
2123		
2124	Lime slices	Fresh lime slices.
2125		
2126	Dwellberries	Some rather pretty blue berries.
2127		
2128	Equa leaves	Small sweet smelling leaves.
2129		
2130	Pot of cream	Fresh cream.
2131		
2132	Raw beef	I need to cook this first.
2133		
2134	Raw rat meat	I need to cook this first.
2135		
2136	Raw bear meat	I need to cook this first.
2137		
2138	Raw chicken	I need to cook this first.
2139		
2140	Cooked chicken	Mmm this looks tasty.
2141		
2142	Cooked meat	Mmm this looks tasty.
2143		
2144	Burnt chicken	Oh dear, it's totally burnt!
2145		
2146	Burnt meat	Oh dear, it's totally burnt!
2147		
2148	Raw lava eel	A very strange eel.
2149	Lava eel	Strange, it looks cooler now it's been cooked.
2150	Swamp toad	A slippery little blighter.
2151		
2152	Toad's legs	They're a gnome delicacy apparently.
2153		
2154	Equa toad's legs	They're a gnome delicacy apparently.
2155		
2156	Spicy toad's legs	They're a gnome delicacy apparently.
2157		
2158	Seasoned legs	They're a gnome delicacy apparently.
2159		
2160	Spicy worm	They're a gnome delicacy apparently.
2161		
2162	King worm	They're a gnome delicacy apparently.
2163		
2164	Batta tin	A deep tin used for baking gnome battas in.
2165	Crunchy tray	A shallow tray used for baking crunchies in.
2166	Gnomebowl mould	A large ovenproof bowl.
2167	Gianne's cook book	Aluft Gianne's favorite dishes.
2168		
2169	Gnome spice	It's Aluft Gianne's secret mix of spices.
2170		
2171	Gianne dough	It's made from a secret recipe.
2172		
2173	Odd gnomebowl	This gnome bowl doesn't look very appetising.
2174		
2175	Burnt gnomebowl	This gnome bowl has been burnt to a cinder.
2176		
2177	Half baked bowl	This gnome bowl is in the early stages of preparation.
2178	Raw gnomebowl	This gnome bowl needs cooking.
2179	Unfinished bowl	This dish is just missing those little finishing touches.
2180		
2181	Unfinished bowl	This dish is just missing those little finishing touches.
2182		
2183	Unfinished bowl	This dish is just missing those little finishing touches.
2184		
2185	Chocolate bomb	Looks great!
2186		
2187	Tangled toad's legs	It actually smells quite good.
2188		
2189	Unfinished bowl	This dish is just missing those little finishing touches.
2190		
2191	Worm hole	It actually smells quite good.
2192		
2193	Unfinished bowl	This dish is just missing those little finishing touches.
2194		
2195	Veg ball	This looks pretty healthy.
2196		
2197	Odd crunchies	These crunchies don't look very appetising.
2198		
2199	Burnt crunchies	These crunchies have been burnt to a cinder.
2200		
2201	Half baked crunchy	This crunchy is in the early stages of preparation.
2202	Raw crunchies	These crunchies need cooking.
2203	Unfinished crunchy	These crunchies are just missing those little finishing touches.
2204		
2205	Worm crunchies	It actually smells quite good.
2206		
2207	Unfinished crunchy	These crunchies are just missing those little finishing touches.
2208		
2209	Chocchip crunchies	Yum... smells good.
2210		
2211	Unfinished crunchy	These crunchies are just missing those little finishing touches.
2212		
2213	Spicy crunchies	Yum... smells good.
2214		
2215	Unfinished crunchy	These crunchies are just missing those little finishing touches.
2216		
2217	Toad crunchies	It actually smells quite good.
2218		
2219	Worm batta	It actually smells quite good.
2220		
2221	Toad batta	It actually smells quite good.
2222		
2223	Cheese+tom batta	This smells really good.
2224		
2225	Fruit batta	It actually smells quite good.
2226		
2227	Vegetable batta	Well... it looks healthy.
2228		
2229	Chocolate bomb	Looks great!
2230		
2231	Tangled toad's legs	It actually smells quite good.
2232		
2233	Worm hole	It actually smells quite good.
2234		
2235	Veg ball	This looks pretty healthy.
2236		
2237	Worm crunchies	It actually smells quite good.
2238		
2239	Chocchip crunchies	Yum... smells good.
2240		
2241	Spicy crunchies	Yum... smells good.
2242		
2243	Toad crunchies	It actually smells quite good.
2244		
2245	Odd batta	This batta doesn't look very appetising.
2246		
2247	Burnt batta	This batta has been burnt to a cinder.
2248		
2249	Half baked batta	This gnome batta is in the early stages of preparation.
2250	Raw batta	This gnome batta needs cooking.
2251	Unfinished batta	This batta is just missing those little finishing touches.
2252		
2253	Worm batta	It actually smells quite good.
2254		
2255	Toad batta	It actually smells quite good.
2256		
2257	Unfinished batta	This batta is just missing those little finishing touches.
2258		
2259	Cheese+tom batta	This smells really good.
2260		
2261	Unfinished batta	This batta is just missing those little finishing touches.
2262		
2263	Unfinished batta	This batta is just missing those little finishing touches.
2264		
2265	Unfinished batta	This batta is just missing those little finishing touches.
2266		
2267	Unfinished batta	This batta is just missing those little finishing touches.
2268		
2269	Unfinished batta	This batta is just missing those little finishing touches.
2270		
2271	Unfinished batta	This batta is just missing those little finishing touches.
2272		
2273	Unfinished batta	This batta is just missing those little finishing touches.
2274		
2275	Unfinished batta	This batta is just missing those little finishing touches.
2276		
2277	Fruit batta	It actually smells quite good.
2278		
2279	Unfinished batta	This batta is just missing those little finishing touches.
2280		
2281	Vegetable batta	Well... it looks healthy.
2282		
2283	Pizza base	I need to add some tomato next.
2284		
2285	Incomplete pizza	I need to add some cheese next.
2286		
2287	Uncooked pizza	This needs cooking.
2288		
2289	Plain pizza	A cheese and tomato pizza.
2290		
2291	1/2 plain pizza	Half of this plain pizza has been eaten.
2292		
2293	Meat pizza	A pizza with bits of meat on it.
2294		
2295	1/2 meat pizza	Half of this meat pizza has been eaten.
2296		
2297	Anchovy pizza	A pizza with anchovies.
2298		
2299	1/2 anchovie pizza	Half of this anchovy pizza has been eaten.
2300		
2301	Pineapple pizza	A tropicana pizza.
2302		
2303	1/2 p'apple pizza	Half of this pineapple pizza has been eaten.
2304		
2305	Burnt pizza	Oh dear!
2306		
2307	Bread dough	Some uncooked dough.
2308		
2309	Bread	Nice crispy bread.
2310		
2311	Burnt bread	Nice crispy bread.  Possibly too crispy.
2312		
2313	Pie dish	Deceptively pie shaped.
2314		
2315	Pie shell	I need to find a filling for this pie.
2316		
2317	Uncooked apple pie	This would be much tastier cooked.
2318		
2319	Uncooked meat pie	This would be much healthier cooked.
2320		
2321	Uncooked berry pie	This would be much more appetising cooked.
2322		
2323	Apple pie	Mmm Apple pie.
2324		
2325	Redberry pie	Looks tasty.
2326		
2327	Meat pie	Not for vegetarians.
2328		
2329	Burnt pie	I think I left it on the stove too long.
2330		
2331	Half a meat pie	Half of it is suitable for vegetarians.
2332		
2333	Half a redberry pie	So tasty I kept some for later.
2334		
2335	Half an apple pie	Mmm half an apple pie.
2336		
2337	Raw oomlie	Raw meat from the oomlie bird.
2338		
2339	Palm leaf	A thick green palm leaf used by natives to cook meat in.
2340		
2341	Wrapped oomlie	Oomlie meat in a palm leaf pouch.  It just needs to be cooked.
2342		
2343	Cooked oomlie wrap	Deliciously cooked oomlie meat in a palm leaf pouch.
2344		
2345	Burnt oomlie wrap	Burnt oomlie meat in a palm leaf pouch.
2346		
2347	Hammer	Good for hitting things!
2348		
2349	Bronze bar	It's a bar of bronze.
2350		
2351	Iron bar	It's a bar of iron.
2352		
2353	Steel bar	It's a bar of steel.
2354		
2355	Silver bar	It's a bar of silver.
2356		
2357	Gold bar	It's a bar of gold.
2358		
2359	Mithril bar	It's a bar of mithril.
2360		
2361	Adamantite bar	It's a bar of adamantite.
2362		
2363	Runite bar	It's a bar of runite.
2364		
2365	'perfect' gold bar	It's a bar of 'perfect' gold.
2366	Shield left half	The left half of a dragon square shield.
2367		
2368	Shield right half	The right half of a dragon square shield.
2369		
2370	Steel studs	A set of studs for leather armour.
2371		
2372	Ogre relic	An old statue of an ogre warrior.
2373	Relic part 1	Part of an ogre relic.
2374	Relic part 2	Part of an ogre relic.
2375	Relic part 3	Part of an ogre relic.
2376	Skavid map	It's a map.
2377	Ogre tooth	Very tooth like.
2378	Toban's key	Formerly the property of Toban the ogre.
2379	Rock cake	Handy if you want to break all your teeth.
2380	Crystal	Powers the Watchtower in Yanille.
2381	Crystal	Powers the Watchtower in Yanille.
2382	Crystal	Powers the Watchtower in Yanille.
2383	Crystal	Powers the Watchtower in Yanille.
2384	Finger nails	Eeeeyeeew!
2385	Old robe	I can't wear this old thing.
2386	Unusual armour	Looks kind of useless...
2387	Damaged dagger	Pointy.
2388	Tattered eye patch	Useless as an eyepatch.
2389	Vial	An infusion of water and jangerberries.
2390	Vial	A mixture of jangerberries and guam leaves in a vial.
2391	Ground bat bones	Let's see it fly now!
2392		
2393	Gold	It's a stolen bar of gold.
2394	Potion	A strange brew.
2395	Magic ogre potion	A dangerous magical liquid.
2396	Spell scroll	A spell is written on this parchment.
2397	Shaman robe	A tattered old robe.
2398	Nightshade	Deadly!
2399	Key	A key given to me by Wizard Traiborn.
2400	Key	A key given to me by Captain Rovin.
2401	Key	A key I found in a drain.
2402	Silverlight	The magical sword 'Silverlight'.
2403	Hazeel scroll	Scroll containing a powerful enchantment of restoration.
2404	Chest key	This key opens a chest in the Carnillean household.
2405	Carnillean armour	Decorative armour; an heirloom of the Carnillean family.
2406	Hazeel's mark	A sign of my commitment to Hazeel.
2407	Ball	A child's ball.
2408	Diary	A daily journal.
2409	Door key	A key to the Witch's house's front door.
2410	Magnet	A very attractive magnet.
2411	Key	A key to the Witch's shed.
2412	Saradomin cape	A cape from the almighty god Saradomin.
2413	Guthix cape	A cape from the almighty god Guthix.
2414	Zamorak cape	A cape from the almighty god Zamorak.
2415	Saradomin staff	A magical staff imbued with the power of Saradomin.
2416	Guthix staff	A magical staff imbued with the power of Guthix.
2417	Zamorak staff	A magical staff imbued with the power of Zamorak.
2418	Bronze key	A heavy key made of bronze.
2419	Wig	A wig that has been dyed slightly blonde.
2420	Brass monkey	Suffers in cold weather.
2421	Wig	A grey woollen wig.
2422	Blue partyhat	A nice hat from a cracker.
2423	Key print	An imprint of a key in a lump of clay.
2424	Paste	A bottle of skin coloured paste.
2425	Orbital knife	On average, it's accurate.
2426	Burnt oomlie	Oh dear, it's totally burnt!
2427		
2428	Attack potion(4)	4 doses of attack potion.
2429		
2430	Restore potion(4)	4 doses of stat restoration potion.
2431		
2432	Defence potion(4)	4 doses of defence potion.
2433		
2434	Prayer potion(4)	4 doses of restore prayer potion.
2435		
2436	Super attack(4)	4 doses of super attack potion.
2437		
2438	Fishing potion(4)	4 doses of fishing potion.
2439		
2440	Super strength(4)	4 doses of super strength potion.
2441		
2442	Super defence(4)	4 doses of super defence potion.
2443		
2444	Ranging potion(4)	4 doses of ranging potion.
2445		
2446	Antipoison(4)	4 doses of antipoison potion.
2447		
2448	Superantipoison(4)	4 doses of super antipoison potion.
2449		
2450	Zamorak brew(4)	4 doses of Zamorak Brew.
2451		
2452	Antifire potion(4)	4 doses of anti-firebreath potion.
2453		
2454	Antifire potion(3)	3 doses of anti-firebreath potion.
2455		
2456	Antifire potion(2)	2 doses of anti-firebreath potion.
2457		
2458	Antifire potion(1)	1 dose of anti-firebreath potion.
2459		
2460	Flowers	A posy of flowers.
2461		
2462	Flowers	A posy of flowers.
2463		
2464	Flowers	A posy of flowers.
2465		
2466	Flowers	A posy of flowers.
2467		
2468	Flowers	A posy of flowers.
2469		
2470	Flowers	A posy of flowers.
2471		
2472	Flowers	A posy of flowers.
2473		
2474	Flowers	A posy of flowers.
2475		
2476	Flowers	A posy of flowers.
2477		
2478		
2479		
2480	Firestarter	Distorted.
2481	Lantadyme	A powerful herb.
2482		
2483	Unfinished potion	I need another ingredient to finish this Lantadyme potion.
2484		
2485	Herb	I need a closer look to identify this.
2486		
2487	Blue d'hide vamb	Vambraces made from 100% real dragonhide.
2488		
2489	Red d'hide vamb	Vambraces made from 100% real dragonhide.
2490		
2491	Black d'hide vamb	Vambraces made from 100% real dragonhide.
2492		
2493	Blue d'hide chaps	Made from 100% real dragonhide.
2494		
2495	Red d'hide chaps	Made from 100% real dragonhide.
2496		
2497	Black d'hide chaps	Made from 100% real dragonhide.
2498		
2499	Blue d'hide body	Made from 100% real dragonhide.
2500		
2501	Red d'hide body	Made from 100% real dragonhide.
2502		
2503	Black d'hide body	Made from 100% real dragonhide.
2504		
2505	Blue d-leather	It's a piece of prepared blue dragonhide.
2506		
2507	Red dragon leather	It's a piece of prepared red dragonhide.
2508		
2509	Black d-leather	It's a piece of prepared black dragonhide.
2510		
2511	Logs	A number of wooden logs.
2512	Box of delights	What could be in here?
2513	Waste disposal	Gets rid of all that nasty kitchen waste.
2514	Raw shrimps	I should try cooking this.
2515		
2516	Pot of flour	There is flour in this pot.
2517		
2518	Rotten tomato	Pretty smelly.
2519		
2520	Toy horsey	A brown toy horse.
2521		
2522	Toy horsey	A white toy horse.
2523		
2524	Toy horsey	A black toy horse.
2525		
2526	Toy horsey	A grey toy horse.
2527		
2528	Lamp	Wonder what happens if I rub it...
2529	Orb of light	A magical sphere that glimmers within.
2530	Bones	Bones are for burying!
2531		
2532	Iron fire arrows	Arrows with iron heads and oil soaked cloth.
2533	Iron fire arrows	These iron headed arrows are ablaze with fire.
2534	Steel fire arrows	Arrows with steel heads and oil soaked cloth.
2535	Steel fire arrows	These steel headed arrows are ablaze with fire.
2536	Mithril fire arrows	Arrows with mithril heads and oil soaked cloth.
2537	Mithril fire arrows	These mithril headed arrows are ablaze with fire.
2538	Addy fire arrows	Arrows with adamant heads and oil soaked cloth.
2539	Addy fire arrows	These adamant headed arrows are ablaze with fire.
2540	Rune fire arrows	Arrows with rune heads and oil soaked cloth.
2541	Rune fire arrows	These rune headed arrows are ablaze with fire.
2542		
2543		
2544		
2545		
2546		
2547		
2548		
2549		
2550	Ring of recoil	An enchanted ring.
2551		
2552	Ring of dueling(8)	An enchanted ring.
2553		
